0,0,0,10,0,3.0,0
0,5.0,0,0,0,1.25,0
0,0.0,0,0,0,0.0,0
0,0,0,10,0,3.0,0
0,0,0,10,0,3.0,0
0.0,0.0,0,10,0,3.0,0
0.0,1.6666666666666665,0,0,0,0.41666666666666663,0
0.0,0.0,0,10,0,3.0,0
0.0,2.7777777777777777,0,10,0,3.6944444444444446,0
0.0,4.333333333333334,0,10,0,4.083333333333334,1
0,0,0,10,0,3.0,0
0.0,0.0,0,0,0,0.0,0
0.0,9.574468085106384,0,10,0,5.3936170212765955,2
0,0,0,0,0,0.0,0
0.0,0.2127659574468085,0,10,0,3.0531914893617023,0
0.0,7.5,0,10,0,4.875,1
0.0,0.0,0,10,0,3.0,0
10.0,0.0,0,10,0,4.5,1
0,0,0,0,0,0.0,0
0,0,0,0,0,0.0,0
0.0,0.0,0,10,0,3.0,0
0.0,0.0,0,10,0,3.0,0
0,0,0,0,0,0.0,0
0,0.0,0,10,0,3.0,0
0,0,0,10,0,3.0,0
0,0,0,0,0,0.0,0
