0,0,0.0,10,0,3.0,0
0,0,0,0,0,0.0,0
0,0,0,0,0,0.0,0
0,0,5.7142857142857135,10,0,4.7142857142857135,1
0,0,0.0,10,0,3.0,0
0.0,0.0,0.0,10,0,3.0,0
0.0,2.0,0,0,0,0.5,0
0.0,0.0,0.0,10,0,3.0,0
0.0,2.8571428571428568,0.0,10,0,3.7142857142857144,0
0.0,4.642857142857143,0.0,10,0,4.160714285714286,1
0,0,0.0,10,0,3.0,0
0.0,0.0,0,0,0,0.0,0
0.0,10.0,0.0,10,0,5.5,2
0,0,0,0,0,0.0,0
0.0,0.22222222222222224,0.6818181818181818,10,0,3.26010101010101,0
0.0,10.0,0.0,10,0,5.5,2
0.0,0.0,0.0,10,0,3.0,0
10.0,0.0,0.0,10,0,4.5,1
0,0,0,0,0,0.0,0
0.0,0.0,0.0,10,0,3.0,0
0,0,0,0,0,0.0,0
0.0,0.0,0.0,10,0,3.0,0
0.0,0.0,0.0,10,0,3.0,0
0,0,0,0,0,0.0,0
0,0,0.0,10,0,3.0,0
0,0,0.0,10,0,3.0,0
0,0,0,0,0,0.0,0
0,0,0.0,10,0,3.0,0
0,10.0,0.0,10,0,5.5,2
0,0,0.0,10,0,3.0,0
0,0,0.0,10,0,3.0,0
0.0,0.0,0.0,10,0,3.0,0
0,0,0,0,0,0.0,0
0.0,0.0,0.0,10,0,3.0,0
0,0,0,0,0,0.0,0
0.0,0.0,0.0,10,0,3.0,0
0,0,0,0,0,0.0,0
0.0,0.0,0.0,10,0,3.0,0
0.0,10.0,0.0,10,0,5.5,2
0,0,0.0,10,0,3.0,0
0,0,0,0,0,0.0,0
0,0,0,0,0,0.0,0
0.0,6.136363636363637,0.3125,10,0,4.627840909090909,1
0,0,0.0,10,0,3.0,0
0.0,0.0,0.0,10,0,3.0,0
0,0,0.0,10,0,3.0,0
0,0,0.0,10,0,3.0,0
0,0,0.0,10,0,3.0,0
0.0,0.0,0.0,10,0,3.0,0
0,0,0.0,10,0,3.0,0
1.8181818181818183,0.0,0.8333333333333333,10,0,3.5227272727272725,0
10.0,0.0,0.0,10,0,4.5,1
0.0,0.0,0.0,10,0,3.0,0
